,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_target_update_interval,state
744,744,774.0162353515625,2021-06-17 01:41:05.059323,2021-06-17 01:42:58.363063,0 days 00:01:53.303740000,1024,100000,0.09676866832581098,0.43655547534376216,0.99,1000,0.0002634661240873576,small,1000,PRUNED
745,745,719.9747924804688,2021-06-17 01:42:23.502910,2021-06-17 01:44:24.170723,0 days 00:02:00.667813000,1024,100000,0.09060733442270688,0.44352739616842624,0.99,1000,0.0002770736377395073,small,1500,PRUNED
746,746,1430.435791015625,2021-06-17 01:42:41.827550,2021-06-17 01:47:15.786306,0 days 00:04:33.958756000,1024,50000,0.09103351606627548,0.20056426362257174,0.9999,1000,0.0002579011215674096,small,1000,PRUNED
747,747,863.8883666992188,2021-06-17 01:42:58.364081,2021-06-17 01:44:40.583020,0 days 00:01:42.218939000,1024,50000,0.10365077085570619,0.19715295844982367,0.999,5000,0.0013003919602037977,small,1000,PRUNED
748,748,1410.2625732421875,2021-06-17 01:44:24.171994,2021-06-17 01:47:37.930599,0 days 00:03:13.758605000,512,50000,0.10368913645303868,0.19691887749660722,0.999,5000,0.0013159837079000415,small,1000,PRUNED
749,749,846.12060546875,2021-06-17 01:44:40.584067,2021-06-17 01:46:27.434767,0 days 00:01:46.850700000,1024,50000,0.10094227599886087,0.24037968455518602,0.9999,5000,0.0021120615093279797,small,1000,PRUNED
750,750,815.407958984375,2021-06-17 01:46:27.436773,2021-06-17 01:48:13.894012,0 days 00:01:46.457239000,512,50000,0.16562832796230734,0.11821084488671271,0.99,0,0.0003877384404988228,small,10000,PRUNED
751,751,254.940673828125,2021-06-17 01:47:15.787296,2021-06-17 01:49:30.539034,0 days 00:02:14.751738000,1024,500000,0.12212330058936777,0.22307331406416653,0.99,0,0.0006927784209346003,small,10000,PRUNED
752,752,691.5741577148438,2021-06-17 01:47:37.932652,2021-06-17 01:49:55.504026,0 days 00:02:17.571374000,1024,500000,0.12255713061929407,0.2232737942342449,0.99,0,0.0006762373673127374,small,1500,PRUNED
753,753,-404.6684265136719,2021-06-17 01:48:13.895018,2021-06-17 01:48:20.121068,0 days 00:00:06.226050000,1024,500000,0.12396778516358369,0.2223079768745958,0.99,20000,0.0006564029966306297,small,1500,PRUNED
754,754,806.7208862304688,2021-06-17 01:48:20.122319,2021-06-17 01:50:43.679896,0 days 00:02:23.557577000,1024,50000,0.10942129449247583,0.2076245392142923,0.99,0,0.000428417675198186,small,1000,PRUNED
755,755,1403.9918212890625,2021-06-17 01:49:30.540368,2021-06-17 01:52:39.039324,0 days 00:03:08.498956000,128,50000,0.10669380701440402,0.20560969114260175,0.99,5000,0.0004379532526378757,small,1000,PRUNED
756,756,831.954833984375,2021-06-17 01:49:55.505210,2021-06-17 01:51:26.216119,0 days 00:01:30.710909000,128,50000,0.10859105046670696,0.2044689900559,0.99,5000,0.00042335240255228176,small,1000,PRUNED
757,757,706.1371459960938,2021-06-17 01:50:43.681225,2021-06-17 01:52:09.844505,0 days 00:01:26.163280000,128,50000,0.11411192056993215,0.45580321508458765,0.999,5000,0.00029757750293950297,small,1000,PRUNED
758,758,791.8632202148438,2021-06-17 01:51:26.217892,2021-06-17 01:53:12.202286,0 days 00:01:45.984394000,1024,50000,0.11465535819330167,0.37221883104492337,0.999,5000,0.0010163103621009153,small,1500,PRUNED
759,759,1345.5303955078125,2021-06-17 01:52:09.845891,2021-06-17 01:56:35.134505,0 days 00:04:25.288614000,1024,50000,0.10018719648461141,0.23247463466290408,0.95,0,0.001048197191266075,small,1500,PRUNED
760,760,854.3270263671875,2021-06-17 01:52:39.040395,2021-06-17 01:54:44.733824,0 days 00:02:05.693429000,1024,50000,0.10119606203068834,0.23516852068207195,0.95,0,0.0010060365434471177,small,1500,PRUNED
761,761,820.9373779296875,2021-06-17 01:53:12.203815,2021-06-17 01:55:16.868981,0 days 00:02:04.665166000,1024,50000,0.07850394090288956,0.23330805296255672,0.95,0,0.0002336188373081053,small,1500,PRUNED
762,762,596.1411743164062,2021-06-17 01:54:44.735561,2021-06-17 01:56:54.157625,0 days 00:02:09.422064000,1024,50000,0.09611267370595947,0.18955389141870513,0.99,0,0.00025827055672474395,small,1000,PRUNED
763,763,644.917236328125,2021-06-17 01:55:16.870168,2021-06-17 01:56:26.432886,0 days 00:01:09.562718000,1024,50000,0.0694390209356881,0.42421921722233374,0.99,10000,0.0003660007174384931,small,1000,PRUNED
764,764,748.6688232421875,2021-06-17 01:56:26.434428,2021-06-17 01:58:46.212148,0 days 00:02:19.777720000,1024,50000,0.09484815054318554,0.4074928870823401,0.99,0,0.0016101809461071977,small,1000,PRUNED
765,765,1429.7662353515625,2021-06-17 01:56:35.136245,2021-06-17 01:59:43.291982,0 days 00:03:08.155737000,256,50000,0.08682483567610712,0.1873962195104431,0.99,1000,0.0016454670098995684,small,1000,PRUNED
766,766,-21.057214736938477,2021-06-17 01:56:54.158931,2021-06-17 01:57:01.409423,0 days 00:00:07.250492000,256,10000,0.12000410499762117,0.17244713094632771,0.99,20000,0.0018933945993433686,small,200,PRUNED
767,767,772.4219970703125,2021-06-17 01:57:01.410475,2021-06-17 01:59:10.248033,0 days 00:02:08.837558000,1024,50000,0.08834332221674683,0.248634191766513,0.999,1000,0.0005746199463832328,small,1000,PRUNED
768,768,817.8856201171875,2021-06-17 01:58:46.213329,2021-06-17 02:00:52.785264,0 days 00:02:06.571935000,1024,50000,0.08580608750043534,0.4989584677059532,0.999,1000,0.00029975812304192556,small,1000,PRUNED
769,769,1413.6383056640625,2021-06-17 01:59:10.249921,2021-06-17 02:05:15.470321,0 days 00:06:05.220400000,1024,50000,0.11265557445713402,0.21277630034870132,0.99,5000,0.0003087841095074499,small,1000,COMPLETE
770,770,1432.9803466796875,2021-06-17 01:59:43.293206,2021-06-17 02:03:39.283125,0 days 00:03:55.989919000,1024,50000,0.11069005576090708,0.258955787038738,0.99,5000,0.00030563683568898164,small,1000,PRUNED
771,771,811.1378784179688,2021-06-17 02:00:52.786503,2021-06-17 02:02:32.547854,0 days 00:01:39.761351000,1024,500000,0.1053656508173641,0.21500513200702495,0.99,5000,0.0002238841335807592,small,1500,PRUNED
772,772,766.3755493164062,2021-06-17 02:02:32.549556,2021-06-17 02:04:09.188741,0 days 00:01:36.639185000,1024,100000,0.11144059952925844,0.21841235514892757,0.995,5000,0.00018798515519861104,small,1000,PRUNED
773,773,858.6107788085938,2021-06-17 02:03:39.284339,2021-06-17 02:05:35.005058,0 days 00:01:55.720719000,1024,100000,0.10023577537959934,0.1292100353832483,0.995,0,0.00020732371498867306,small,1000,PRUNED
774,774,1424.3411865234375,2021-06-17 02:04:09.189952,2021-06-17 02:11:39.399675,0 days 00:07:30.209723000,1024,50000,0.11810880669263797,0.245072382079342,0.99,0,0.00037812786944958906,medium,1500,PRUNED
775,775,824.021240234375,2021-06-17 02:05:15.472395,2021-06-17 02:08:45.468817,0 days 00:03:29.996422000,1024,50000,0.1292507112428391,0.24330034655722702,0.99,0,0.0005241944794643287,medium,1500,PRUNED
776,776,784.5255126953125,2021-06-17 02:05:35.006369,2021-06-17 02:09:08.975247,0 days 00:03:33.968878000,1024,50000,0.09280040295794043,0.24150374363994656,0.99,0,0.0003777646034924637,medium,1500,PRUNED
777,777,1433.78759765625,2021-06-17 02:08:45.469986,2021-06-17 02:12:58.393318,0 days 00:04:12.923332000,1024,50000,0.0928882963795209,0.17961798621909228,0.999,0,0.00035002815134953577,small,1500,PRUNED
778,778,-0.20638692378997803,2021-06-17 02:09:08.976884,2021-06-17 02:10:35.514466,0 days 00:01:26.537582000,512,50000,0.11848574857629318,0.39315430899945397,0.999,0,0.00023712937646021322,small,5000,PRUNED
779,779,709.6109008789062,2021-06-17 02:10:35.515590,2021-06-17 02:12:08.455807,0 days 00:01:32.940217000,1024,500000,0.10782215239053125,0.22712180853345051,0.99,5000,0.00038094513958257027,small,1000,PRUNED
780,780,1409.04052734375,2021-06-17 02:11:39.400787,2021-06-17 02:15:55.000785,0 days 00:04:15.599998000,1024,500000,0.10553824963888829,0.18146154748018645,0.99,5000,0.0012960926928406854,small,1000,PRUNED
781,781,-6.983597278594971,2021-06-17 02:12:08.458134,2021-06-17 02:12:14.763155,0 days 00:00:06.305021000,1024,50000,0.10489004820813444,0.194544208435762,0.999,20000,0.0012226657050551633,small,200,PRUNED
782,782,784.2969970703125,2021-06-17 02:12:14.764191,2021-06-17 02:14:01.725742,0 days 00:01:46.961551000,1024,50000,0.09646621956082381,0.1841549059209796,0.99,5000,0.00017249336027844883,small,1000,PRUNED
783,783,829.2843017578125,2021-06-17 02:12:58.394438,2021-06-17 02:14:15.389124,0 days 00:01:16.994686000,256,50000,0.09961559095297876,0.019334441250945328,0.99,5000,0.00018842040649761233,small,1000,PRUNED
784,784,601.6251831054688,2021-06-17 02:14:01.726877,2021-06-17 02:15:15.769668,0 days 00:01:14.042791000,256,50000,0.1034052143387981,0.16264110527999792,0.98,5000,0.0002419748049528472,small,1000,PRUNED
785,785,1430.2938232421875,2021-06-17 02:14:15.390397,2021-06-17 02:21:01.687713,0 days 00:06:46.297316000,1024,500000,0.12476985303870625,0.20193343665875307,0.98,0,0.000247393228272935,small,1000,COMPLETE
786,786,1433.64892578125,2021-06-17 02:15:15.770952,2021-06-17 02:19:33.905822,0 days 00:04:18.134870000,1024,500000,0.15737625305597258,0.20691081463411523,0.99,0,0.0002893507756746028,small,1000,PRUNED
787,787,798.9292602539062,2021-06-17 02:15:55.002078,2021-06-17 02:18:00.338213,0 days 00:02:05.336135000,1024,50000,0.12536505071932152,0.46349189163925214,0.99,0,0.00022705954044053935,small,1000,PRUNED
788,788,782.1271362304688,2021-06-17 02:18:00.340356,2021-06-17 02:20:09.007832,0 days 00:02:08.667476000,1024,50000,0.08189924561209852,0.2038456184385762,0.99,0,0.0004718011949046401,small,1500,PRUNED
789,789,818.6340942382812,2021-06-17 02:19:33.906981,2021-06-17 02:21:49.750639,0 days 00:02:15.843658000,1024,50000,0.11574745030072854,0.22292809895827514,0.999,1000,0.00045514236122444496,small,1500,PRUNED
790,790,1371.8724365234375,2021-06-17 02:20:09.009574,2021-06-17 02:26:01.841188,0 days 00:05:52.831614000,1024,50000,0.11464758143826716,0.22711704879891306,0.999,1000,0.00027401808287823726,small,1,PRUNED
791,791,725.9070434570312,2021-06-17 02:21:01.690301,2021-06-17 02:23:41.267080,0 days 00:02:39.576779000,1024,50000,0.1141093075148222,0.34297483789080435,0.999,1000,0.0008396684359363838,small,1500,PRUNED
792,792,450.7043151855469,2021-06-17 02:21:49.751915,2021-06-17 02:23:53.020627,0 days 00:02:03.268712000,512,100000,0.047188688090553745,0.23164725837955663,0.9,5000,0.000813721339182313,small,1,PRUNED
793,793,755.0578002929688,2021-06-17 02:23:41.268770,2021-06-17 02:25:39.275712,0 days 00:01:58.006942000,512,100000,0.10794777441085689,0.43303188007859905,0.9,5000,0.00015594482739193202,small,1,PRUNED
794,794,789.7222900390625,2021-06-17 02:23:53.022183,2021-06-17 02:25:22.847056,0 days 00:01:29.824873000,1024,50000,0.10861589463836432,0.21442039535382137,0.99,10000,0.0005928713955759689,small,1000,PRUNED
795,795,796.8748779296875,2021-06-17 02:25:22.848826,2021-06-17 02:27:37.163338,0 days 00:02:14.314512000,1024,50000,0.09957475935680009,0.19424112223331788,0.99,0,0.00015160476682266782,small,200,PRUNED
796,796,756.5404052734375,2021-06-17 02:25:39.276789,2021-06-17 02:27:55.508026,0 days 00:02:16.231237000,1024,50000,0.09848474989930392,0.22402287815468175,0.99,0,0.00020012824757144467,small,200,PRUNED
797,797,485.9756774902344,2021-06-17 02:26:01.843247,2021-06-17 02:28:12.394907,0 days 00:02:10.551660000,1024,10000,0.10004438347797162,0.2544039425906393,0.99,0,0.00019833582163876633,small,200,PRUNED
798,798,-404.6684265136719,2021-06-17 02:27:37.164598,2021-06-17 02:27:42.278942,0 days 00:00:05.114344000,1024,10000,0.09103968661394798,0.48258478436925384,0.99,20000,0.0001905116450529196,small,1000,PRUNED
799,799,1430.4954833984375,2021-06-17 02:27:42.280056,2021-06-17 02:32:12.334638,0 days 00:04:30.054582000,1024,50000,0.060266491536395336,0.14407520034664198,0.99,0,0.00032942755214270474,small,1000,PRUNED
800,800,683.3299560546875,2021-06-17 02:27:55.509211,2021-06-17 02:30:02.380546,0 days 00:02:06.871335000,1024,50000,0.11958434693490068,0.2531392012882019,0.99,0,0.0003272360601384731,small,1000,PRUNED
801,801,791.8744506835938,2021-06-17 02:28:12.396304,2021-06-17 02:29:49.024773,0 days 00:01:36.628469000,1024,50000,0.12074319347622421,0.45488651244064066,0.99,5000,0.0011084837950609211,small,1000,PRUNED
802,802,815.48779296875,2021-06-17 02:29:49.027106,2021-06-17 02:32:06.606140,0 days 00:02:17.579034000,1024,50000,0.059737055334394315,0.17177454621711133,0.99,0,0.00011482972096670292,small,1500,PRUNED
803,803,842.0897827148438,2021-06-17 02:30:02.382469,2021-06-17 02:31:12.802259,0 days 00:01:10.419790000,256,50000,0.14416584346240038,0.21198390112771107,0.999,5000,0.0002905065001262879,small,1500,PRUNED
804,804,806.5413818359375,2021-06-17 02:31:12.803647,2021-06-17 02:33:23.721977,0 days 00:02:10.918330000,1024,50000,0.06025465989833344,0.1702465517845824,0.99,0,0.00010905212556997091,small,1000,PRUNED
805,805,796.7298583984375,2021-06-17 02:32:06.607452,2021-06-17 02:33:53.540299,0 days 00:01:46.932847000,1024,50000,0.09564376675073968,0.14034879200035744,0.99,5000,0.0005445776986561983,small,1000,PRUNED
806,806,833.5535888671875,2021-06-17 02:32:12.335693,2021-06-17 02:33:50.586485,0 days 00:01:38.250792000,1024,50000,0.11102971404888648,0.23470966277386293,0.99,5000,0.0004450265947616497,small,1000,PRUNED
807,807,1423.1876220703125,2021-06-17 02:33:23.722974,2021-06-17 02:37:14.064884,0 days 00:03:50.341910000,1024,50000,0.10374642076974809,0.19134507235710693,0.999,5000,0.0004212085360828797,small,1000,PRUNED
808,808,815.6094360351562,2021-06-17 02:33:50.587727,2021-06-17 02:35:31.042349,0 days 00:01:40.454622000,1024,500000,0.10289683067729925,0.1920428200645776,0.95,5000,0.0015042318089710735,small,1500,PRUNED
809,809,1433.3046875,2021-06-17 02:33:53.542156,2021-06-17 02:38:15.169024,0 days 00:04:21.626868000,1024,50000,0.10449590856984534,0.1917940646521586,0.999,0,0.0003926455527640981,small,1500,PRUNED
810,810,816.3629760742188,2021-06-17 02:35:31.043482,2021-06-17 02:37:37.465477,0 days 00:02:06.421995000,1024,50000,0.10436149758799242,0.4203921164052528,0.999,0,0.0002525722253286488,small,1000,PRUNED
811,811,7.0871405601501465,2021-06-17 02:37:14.066832,2021-06-17 02:39:26.388480,0 days 00:02:12.321648000,1024,100000,0.10731212600859898,0.21597383719484234,0.9999,0,0.0002539706711751665,small,5000,PRUNED
812,812,834.6504516601562,2021-06-17 02:37:37.466903,2021-06-17 02:39:05.148361,0 days 00:01:27.681458000,256,100000,0.1294886335146571,0.21879804046961132,0.9999,1000,0.0006886612592163276,small,1500,PRUNED
813,813,1318.9505615234375,2021-06-17 02:38:15.170422,2021-06-17 02:42:15.162905,0 days 00:03:59.992483000,1024,100000,0.08958358608757465,0.21767726866776882,0.99,1000,0.00013424611593590045,small,1000,PRUNED
814,814,33.7818489074707,2021-06-17 02:39:05.150076,2021-06-17 02:43:00.751007,0 days 00:03:55.600931000,1024,50000,0.11068404577121249,0.24202126816869163,0.99,0,0.0009728109275456338,medium,5000,PRUNED
815,815,-408.7308654785156,2021-06-17 02:39:26.390120,2021-06-17 02:39:30.980465,0 days 00:00:04.590345000,1024,50000,0.0947235822533922,0.2391301951957619,0.99,20000,0.00012865139156750723,medium,10000,PRUNED
816,816,1431.4559326171875,2021-06-17 02:39:30.981298,2021-06-17 02:43:03.385542,0 days 00:03:32.404244000,1024,500000,0.08961941126416573,0.20773299547057533,0.99,5000,0.0009748993885913065,small,1000,PRUNED
817,817,762.971435546875,2021-06-17 02:42:15.164149,2021-06-17 02:43:45.647211,0 days 00:01:30.483062000,1024,500000,0.1135624332632992,0.27533843918788764,0.99,5000,0.00035542002875810436,small,1000,PRUNED
818,818,802.724853515625,2021-06-17 02:43:00.752195,2021-06-17 02:44:43.661173,0 days 00:01:42.908978000,1024,500000,0.11695121929993249,0.20384059192320142,0.99,5000,0.0001684685138989741,small,1000,PRUNED
819,819,876.3562622070312,2021-06-17 02:43:03.386243,2021-06-17 02:45:14.797584,0 days 00:02:11.411341000,1024,50000,0.1185340021050641,0.22978307209421317,0.99,0,0.00016910904473128185,small,1000,PRUNED
820,820,1365.794921875,2021-06-17 02:43:45.649275,2021-06-17 02:47:37.823776,0 days 00:03:52.174501000,512,50000,0.12236377905427917,0.16145260763790661,0.99,0,0.00020961725212431334,small,1500,PRUNED
821,821,655.9410400390625,2021-06-17 02:44:43.662458,2021-06-17 02:46:37.519656,0 days 00:01:53.857198000,512,50000,0.12219691844381753,0.22980272791420364,0.999,0,0.00023119032238492582,small,1500,PRUNED
822,822,618.0263671875,2021-06-17 02:45:14.798786,2021-06-17 02:47:12.344795,0 days 00:01:57.546009000,512,50000,0.12345593617408429,0.4482898590619148,0.999,0,0.0002186979476900519,small,1500,PRUNED
823,823,803.5518798828125,2021-06-17 02:46:37.521504,2021-06-17 02:48:26.990314,0 days 00:01:49.468810000,256,50000,0.09868008250949532,0.4468351008946902,0.95,0,0.0002845796376085042,small,1500,PRUNED
824,824,878.346435546875,2021-06-17 02:47:12.346066,2021-06-17 02:49:00.944864,0 days 00:01:48.598798000,256,50000,0.09758557301478586,0.26243920705587526,0.95,1000,0.0002840115201596305,small,1000,PRUNED
825,825,791.6235961914062,2021-06-17 02:47:37.824752,2021-06-17 02:49:28.844262,0 days 00:01:51.019510000,256,50000,0.07458545274922247,0.18027433622568298,0.95,1000,0.0013408799843314641,small,1000,PRUNED
826,826,723.8805541992188,2021-06-17 02:48:26.991808,2021-06-17 02:49:47.386855,0 days 00:01:20.395047000,1024,50000,0.08493090086280289,0.17713466688493235,0.99,10000,0.0013925293292722737,small,1000,PRUNED
827,827,618.0824584960938,2021-06-17 02:49:00.946003,2021-06-17 02:50:44.328396,0 days 00:01:43.382393000,1024,50000,0.08325624926157821,0.20131563869580002,0.99,5000,0.0012613826097031824,small,1000,PRUNED
828,828,874.9833984375,2021-06-17 02:49:28.846047,2021-06-17 02:51:12.993939,0 days 00:01:44.147892000,1024,50000,0.09355860753106664,0.20122976589841954,0.99,5000,0.0005705267629088688,small,1000,PRUNED
829,829,1433.9208984375,2021-06-17 02:49:47.388263,2021-06-17 02:53:43.595369,0 days 00:03:56.207106000,1024,50000,0.10897989733247826,0.20979399049243597,0.99,5000,0.0005977135131094064,small,1000,PRUNED
830,830,-404.59521484375,2021-06-17 02:50:44.329836,2021-06-17 02:50:50.632450,0 days 00:00:06.302614000,1024,50000,0.13362234555372915,0.46739879599842266,0.99,20000,8.016369239940139e-05,small,1000,PRUNED
831,831,784.283447265625,2021-06-17 02:50:50.633331,2021-06-17 02:52:32.130511,0 days 00:01:41.497180000,1024,50000,0.10764828680303708,0.22214654659644656,0.999,5000,0.0006076635421473848,small,1500,PRUNED
832,832,872.3980712890625,2021-06-17 02:51:12.995401,2021-06-17 02:53:24.224587,0 days 00:02:11.229186000,1024,50000,0.11204145962224978,0.22143166672354317,0.999,0,0.0018767329406574982,small,1500,PRUNED
833,833,696.9494018554688,2021-06-17 02:52:32.131654,2021-06-17 02:54:34.990431,0 days 00:02:02.858777000,1024,50000,0.11237543337174773,0.23852558735886245,0.99,0,0.00032757241289681357,small,1000,PRUNED
834,834,852.50537109375,2021-06-17 02:53:24.226894,2021-06-17 02:55:29.810143,0 days 00:02:05.583249000,1024,50000,0.10238630457825831,0.21135927637825255,0.99,0,0.0004248048849017169,small,1000,PRUNED
835,835,1433.625244140625,2021-06-17 02:53:43.596611,2021-06-17 02:58:07.188677,0 days 00:04:23.592066000,1024,50000,0.10189057363017162,0.2381572724340189,0.99,0,0.0003462532261990066,small,1000,PRUNED
836,836,828.91943359375,2021-06-17 02:54:34.992012,2021-06-17 02:56:42.261599,0 days 00:02:07.269587000,1024,500000,0.10181692319430603,0.2500201617536829,0.995,0,0.00043151119459104584,small,1000,PRUNED
837,837,760.4409790039062,2021-06-17 02:55:29.811456,2021-06-17 02:57:36.600941,0 days 00:02:06.789485000,1024,500000,0.12863959828397292,0.251466427097467,0.995,0,0.0004854210953460281,small,1500,PRUNED
838,838,799.3179321289062,2021-06-17 02:56:42.262806,2021-06-17 02:58:22.272506,0 days 00:01:40.009700000,1024,50000,0.11700633164017157,0.18627633790784986,0.99,5000,0.0008082243158619456,small,1500,PRUNED
839,839,701.0404663085938,2021-06-17 02:57:36.602380,2021-06-17 02:59:11.397640,0 days 00:01:34.795260000,1024,50000,0.09550851394723853,0.43174030454846263,0.99,5000,0.0007721454573553997,small,1000,PRUNED
840,840,816.0691528320312,2021-06-17 02:58:07.189924,2021-06-17 02:59:39.533405,0 days 00:01:32.343481000,1024,100000,0.11460352021310856,0.19446280327567253,0.99,5000,0.00018243521043949715,small,1500,PRUNED
841,841,836.3124389648438,2021-06-17 02:58:22.273812,2021-06-17 03:01:50.666652,0 days 00:03:28.392840000,1024,100000,0.09567871051994127,0.30276577771971824,0.999,1000,0.0002600178433011114,medium,1000,PRUNED
842,842,1395.385986328125,2021-06-17 02:59:11.398867,2021-06-17 03:02:28.850970,0 days 00:03:17.452103000,128,100000,0.115037369718405,0.22760598576623758,0.999,1000,0.0011156795651852695,medium,200,PRUNED
843,843,842.5084228515625,2021-06-17 02:59:39.534706,2021-06-17 03:03:11.164499,0 days 00:03:31.629793000,1024,50000,0.0780701132825629,0.22970711665670066,0.999,1000,0.00025787909557390055,medium,200,PRUNED
844,844,-404.59521484375,2021-06-17 03:01:50.670253,2021-06-17 03:01:56.011753,0 days 00:00:05.341500000,1024,50000,0.10494702179411577,0.23128517444711402,0.999,20000,0.0003630049850048047,small,200,PRUNED
845,845,1431.708251953125,2021-06-17 03:01:56.012871,2021-06-17 03:06:09.922241,0 days 00:04:13.909370000,1024,50000,0.10810536090373167,0.22503705370696764,0.99,0,0.0011165832894255504,small,1000,PRUNED
846,846,718.8660888671875,2021-06-17 03:02:28.852125,2021-06-17 03:04:27.547710,0 days 00:01:58.695585000,1024,50000,0.1088055116391995,0.16857382944695465,0.99,0,0.0002188375442353538,small,10000,PRUNED
847,847,154.2218475341797,2021-06-17 03:03:11.165881,2021-06-17 03:05:19.036518,0 days 00:02:07.870637000,1024,50000,0.12540258889902084,0.40073436213769803,0.99,0,0.00020959688626314777,small,10000,PRUNED
848,848,781.1476440429688,2021-06-17 03:04:27.549089,2021-06-17 03:06:08.812990,0 days 00:01:41.263901000,1024,50000,0.09250741007309794,0.21352437698755378,0.99,5000,0.00014151884408697096,small,1000,PRUNED
849,849,700.766357421875,2021-06-17 03:05:19.038242,2021-06-17 03:07:11.536067,0 days 00:01:52.497825000,1024,50000,0.1197350044567024,0.21218137900367218,0.99,5000,0.00013391779392406044,small,1000,PRUNED
850,850,853.5630493164062,2021-06-17 03:06:08.814883,2021-06-17 03:07:56.369241,0 days 00:01:47.554358000,256,50000,0.12019122055499437,0.19964154986891736,0.99,0,0.000307055596771684,small,1000,PRUNED
851,851,789.916748046875,2021-06-17 03:06:09.923488,2021-06-17 03:07:34.447094,0 days 00:01:24.523606000,256,50000,0.12022805367038907,0.2616254652091609,0.99,5000,0.00030609438291793914,small,1500,PRUNED
852,852,478.2329406738281,2021-06-17 03:07:11.537372,2021-06-17 03:08:50.717733,0 days 00:01:39.180361000,256,50000,0.09918883826360458,0.15753785496727044,0.99,0,0.0003000671189569069,small,1500,PRUNED
853,853,-273.67926025390625,2021-06-17 03:07:34.448846,2021-06-17 03:09:56.498005,0 days 00:02:22.049159000,1024,500000,0.10075543738633529,0.38095340005681017,0.98,0,0.002363046293316791,small,1000,PRUNED
854,854,-0.4338698089122772,2021-06-17 03:07:56.370766,2021-06-17 03:09:14.445813,0 days 00:01:18.075047000,1024,500000,0.09902449427707057,0.15943100157703938,0.9,10000,0.00018284955746380836,small,1500,PRUNED
855,855,810.6871948242188,2021-06-17 03:08:50.719975,2021-06-17 03:10:02.523200,0 days 00:01:11.803225000,1024,500000,0.0866039377436813,0.0849038857696714,0.9,10000,0.00017387840575476234,small,1000,PRUNED
856,856,827.7827758789062,2021-06-17 03:09:14.447308,2021-06-17 03:10:57.611568,0 days 00:01:43.164260000,1024,50000,0.10498115758928452,0.1757227457715255,0.98,5000,0.0005008535962606532,small,1000,PRUNED
857,857,810.9812622070312,2021-06-17 03:09:56.499038,2021-06-17 03:11:41.733917,0 days 00:01:45.234879000,1024,10000,0.08831721040509832,0.185296442318623,0.999,5000,0.0004712358681406159,small,1000,PRUNED
858,858,1434.7244873046875,2021-06-17 03:10:02.524395,2021-06-17 03:16:25.356530,0 days 00:06:22.832135000,1024,50000,0.10603022717545388,0.18707391094265927,0.999,5000,0.0005010398740518163,small,1000,COMPLETE
859,859,-404.59521484375,2021-06-17 03:10:57.613552,2021-06-17 03:11:03.598553,0 days 00:00:05.985001000,1024,10000,0.06944077468144921,0.18671582152075622,0.999,20000,0.0003774907605747458,small,1500,PRUNED
860,860,785.1488037109375,2021-06-17 03:11:03.599908,2021-06-17 03:13:14.321599,0 days 00:02:10.721691000,1024,50000,0.09052305791260701,0.2427143718273039,0.99,0,0.001723773769501051,small,1000,PRUNED
861,861,868.1492919921875,2021-06-17 03:11:41.735489,2021-06-17 03:13:46.550054,0 days 00:02:04.814565000,1024,50000,0.11163594833850295,0.2405598599949637,0.99,0,0.0002406684521351258,small,1000,PRUNED
862,862,818.5692138671875,2021-06-17 03:13:14.322632,2021-06-17 03:15:19.674511,0 days 00:02:05.351879000,1024,50000,0.11334002687132998,0.2192576008667984,0.99,0,0.00024076388051976567,small,1500,PRUNED
863,863,754.4374389648438,2021-06-17 03:13:46.551363,2021-06-17 03:15:25.031763,0 days 00:01:38.480400000,1024,50000,0.1915709081163256,0.21763632837622765,0.99,5000,0.00015276618433652977,small,1500,PRUNED
864,864,813.1248168945312,2021-06-17 03:15:19.675528,2021-06-17 03:16:44.623739,0 days 00:01:24.948211000,512,50000,0.1075860928140724,0.20294552264725352,0.99,5000,0.00015575341481110358,small,1000,PRUNED
865,865,538.2194213867188,2021-06-17 03:15:25.033250,2021-06-17 03:17:16.464052,0 days 00:01:51.430802000,512,50000,0.10545182035373052,0.20488542495546486,0.99,1000,0.0008832081725840226,small,1000,PRUNED
866,866,1427.249267578125,2021-06-17 03:16:25.358916,2021-06-17 03:19:56.393436,0 days 00:03:31.034520000,512,50000,0.10753221196429584,0.19234889676690592,0.999,1000,0.0006645588601257933,small,1000,PRUNED
867,867,822.7028198242188,2021-06-17 03:16:44.625142,2021-06-17 03:18:55.020529,0 days 00:02:10.395387000,1024,50000,0.11674255759110022,0.19390586357656742,0.999,1000,0.0008565443639296895,small,1000,PRUNED
868,868,-40.556976318359375,2021-06-17 03:17:16.465319,2021-06-17 03:19:32.940205,0 days 00:02:16.474886000,1024,50000,0.11601399349274746,0.17175128509504148,0.999,0,0.000927679498940067,small,1000,PRUNED
869,869,1424.16357421875,2021-06-17 03:18:55.021650,2021-06-17 03:25:56.744900,0 days 00:07:01.723250000,1024,50000,0.11182694578942771,0.17855218890062685,0.999,0,0.000657618708092847,small,1500,COMPLETE
870,870,843.5840454101562,2021-06-17 03:19:32.941598,2021-06-17 03:21:43.181825,0 days 00:02:10.240227000,1024,100000,0.1082425152086981,0.17813884510989733,0.999,0,0.0006941102817802107,small,1500,PRUNED
