,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_target_update_interval,state
646,646,-244.37969970703125,2021-06-17 00:20:03.748734,2021-06-17 00:21:43.548204,0 days 00:01:39.799470000,1024,100000,0.09374215952941832,0.17381539680962357,0.99,5000,0.00021266766744150695,small,1000,PRUNED
647,647,685.1553344726562,2021-06-17 00:21:26.150927,2021-06-17 00:23:22.501904,0 days 00:01:56.350977000,1024,100000,0.0933680113302919,0.22019801371075529,0.999,5000,0.0017499606495864825,small,1000,PRUNED
648,648,614.5633544921875,2021-06-17 00:21:34.990442,2021-06-17 00:23:25.300835,0 days 00:01:50.310393000,512,500000,0.0977494192009735,0.17530276147488694,0.999,0,0.00024379828768360988,small,1000,PRUNED
649,649,-404.5391540527344,2021-06-17 00:21:43.549422,2021-06-17 00:21:48.755068,0 days 00:00:05.205646000,1024,500000,0.10181646350004223,0.3581788053332944,0.999,20000,0.0018581222231232538,small,1000,PRUNED
650,650,1407.3895263671875,2021-06-17 00:21:48.756152,2021-06-17 00:25:26.867171,0 days 00:03:38.111019000,512,10000,0.09898064509413651,0.1577842178033349,0.99,0,0.00029463512835511003,small,1000,PRUNED
651,651,44.45831298828125,2021-06-17 00:23:22.503672,2021-06-17 00:25:09.995895,0 days 00:01:47.492223000,512,10000,0.09877578897730947,0.428873380661859,0.99,0,0.00028994017215744117,small,5000,PRUNED
652,652,10.0129976272583,2021-06-17 00:23:25.301770,2021-06-17 00:25:38.949093,0 days 00:02:13.647323000,1024,50000,0.12877021703220198,0.4295198600260967,0.99,0,0.0001065194756673162,small,5000,PRUNED
653,653,-300.29107666015625,2021-06-17 00:25:09.997414,2021-06-17 00:28:47.213634,0 days 00:03:37.216220000,1024,50000,0.10812218415799202,0.1241292895333918,0.9999,0,0.00011361430196760266,medium,1500,PRUNED
654,654,740.3784790039062,2021-06-17 00:25:26.868336,2021-06-17 00:26:58.105078,0 days 00:01:31.236742000,1024,50000,0.1079955757807233,0.18738230194533437,0.9999,5000,0.0009700489075890684,small,1500,PRUNED
655,655,390.6244201660156,2021-06-17 00:25:38.950458,2021-06-17 00:27:12.346358,0 days 00:01:33.395900000,1024,50000,0.1063561177071599,0.19241071546400243,0.9999,5000,0.0010125806484475974,small,1500,PRUNED
656,656,1420.6741943359375,2021-06-17 00:26:58.106651,2021-06-17 00:38:27.688082,0 days 00:11:29.581431000,1024,50000,0.11438197886215613,0.21165452343204172,0.99,0,0.00014922620067689136,medium,200,COMPLETE
657,657,815.2108154296875,2021-06-17 00:27:12.347406,2021-06-17 00:30:43.350487,0 days 00:03:31.003081000,1024,50000,0.11496392286001941,0.46233248764347856,0.99,0,8.342505465604618e-05,medium,200,PRUNED
658,658,622.8757934570312,2021-06-17 00:28:47.214957,2021-06-17 00:30:34.413813,0 days 00:01:47.198856000,1024,50000,0.14808175357620268,0.2171453066638446,0.99,0,0.00015473935544753472,small,200,PRUNED
659,659,812.225341796875,2021-06-17 00:30:34.414876,2021-06-17 00:32:04.281647,0 days 00:01:29.866771000,1024,50000,0.11398710068214651,0.4618348866261364,0.99,5000,0.0005437770150019702,small,1000,PRUNED
660,660,771.2764892578125,2021-06-17 00:30:43.351276,2021-06-17 00:32:17.365094,0 days 00:01:34.013818000,1024,50000,0.12317214555807025,0.21039483295287287,0.99,5000,0.00018613948186806738,small,1000,PRUNED
661,661,-404.2254638671875,2021-06-17 00:32:04.282833,2021-06-17 00:32:09.987400,0 days 00:00:05.704567000,1024,50000,0.12272399359092345,0.2104072875203593,0.999,20000,0.0001876058032720458,small,10000,PRUNED
662,662,-197.3572235107422,2021-06-17 00:32:09.988402,2021-06-17 00:33:40.945648,0 days 00:01:30.957246000,1024,50000,0.08809373025375944,0.22926851916782182,0.99,5000,0.0007959137524473413,small,1000,PRUNED
663,663,834.4296875,2021-06-17 00:32:17.366282,2021-06-17 00:34:18.028491,0 days 00:02:00.662209000,1024,500000,0.07685815564032315,0.22866741986267122,0.99,0,0.0007554268416907942,small,1000,PRUNED
664,664,782.7178955078125,2021-06-17 00:33:40.946916,2021-06-17 00:35:38.763583,0 days 00:01:57.816667000,1024,500000,0.10258651570748194,0.19807093381065144,0.95,0,0.00034420820883625827,small,1000,PRUNED
665,665,1421.627197265625,2021-06-17 00:34:18.029680,2021-06-17 00:38:19.088411,0 days 00:04:01.058731000,1024,50000,0.1025849867910863,0.1964553193618954,0.95,0,0.0003195425685815689,small,1500,PRUNED
666,666,1425.84619140625,2021-06-17 00:35:38.764728,2021-06-17 00:40:37.734365,0 days 00:04:58.969637000,1024,50000,0.11890384485688628,0.21663418367787685,0.999,0,0.0002379846391024029,small,1500,PRUNED
667,667,819.3040771484375,2021-06-17 00:38:19.089459,2021-06-17 00:40:28.567237,0 days 00:02:09.477778000,256,50000,0.11933427461337205,0.24393500578565286,0.999,5000,0.00023940906922405417,small,1,PRUNED
668,668,791.64794921875,2021-06-17 00:38:27.689965,2021-06-17 00:40:34.561131,0 days 00:02:06.871166000,256,50000,0.06240677158621407,0.1501356194808049,0.999,5000,0.00023139949646603085,small,1,PRUNED
669,669,-196.1031036376953,2021-06-17 00:40:28.568366,2021-06-17 00:42:13.569347,0 days 00:01:45.000981000,1024,50000,0.09134077962532722,0.06161307281945541,0.99,5000,0.0014640713923057957,small,1000,PRUNED
670,670,752.5881958007812,2021-06-17 00:40:34.563048,2021-06-17 00:42:43.211056,0 days 00:02:08.648008000,1024,50000,0.09182137303357307,0.22143103551610469,0.99,0,0.0014223287536211508,small,1000,PRUNED
671,671,843.2147216796875,2021-06-17 00:40:37.735584,2021-06-17 00:42:15.881370,0 days 00:01:38.145786000,1024,50000,0.09483131982499662,0.17911946846863327,0.99,5000,0.0005068833253729947,small,1000,PRUNED
672,672,1419.8798828125,2021-06-17 00:42:13.570677,2021-06-17 00:48:59.274971,0 days 00:06:45.704294000,1024,50000,0.09408240321586557,0.23395765896880327,0.99,0,0.0004575156459971772,small,1000,COMPLETE
673,673,1422.87451171875,2021-06-17 00:42:15.882682,2021-06-17 00:46:44.605349,0 days 00:04:28.722667000,1024,50000,0.13198401337965363,0.22402011735173893,0.99,0,0.00016270178513543089,small,1000,PRUNED
674,674,-0.6748567223548889,2021-06-17 00:42:43.212460,2021-06-17 00:43:53.926422,0 days 00:01:10.713962000,1024,50000,0.10640127181670912,0.23333844663772482,0.99,10000,0.0004433323927864343,small,1500,PRUNED
675,675,734.2589111328125,2021-06-17 00:43:53.927761,2021-06-17 00:46:01.997905,0 days 00:02:08.070144000,1024,100000,0.13134505657600581,0.4451889827117201,0.99,0,0.0003013732267598086,small,1000,PRUNED
676,676,-404.59521484375,2021-06-17 00:46:01.999498,2021-06-17 00:46:07.350704,0 days 00:00:05.351206000,1024,50000,0.09957249312769333,0.20325192346796375,0.99,20000,0.00020332972222779643,small,1500,PRUNED
677,677,818.7374267578125,2021-06-17 00:46:07.351932,2021-06-17 00:48:07.338992,0 days 00:01:59.987060000,1024,500000,0.11070936512371046,0.48931097316873207,0.99,1000,0.00016688243601721783,small,1000,PRUNED
678,678,-222.2859344482422,2021-06-17 00:46:44.606410,2021-06-17 00:48:49.085487,0 days 00:02:04.479077000,1024,500000,0.1106992170366885,0.18902043708519203,0.999,1000,0.0006403880114442508,small,1000,PRUNED
679,679,796.8883056640625,2021-06-17 00:48:07.340283,2021-06-17 00:49:47.464666,0 days 00:01:40.124383000,1024,50000,0.1060631854402437,0.18765371778640136,0.995,5000,0.00026835193683624,small,1500,PRUNED
680,680,697.2385864257812,2021-06-17 00:48:49.086537,2021-06-17 00:50:30.644410,0 days 00:01:41.557873000,1024,50000,0.09691362719024652,0.24347959947844236,0.995,5000,0.00013303409122158197,small,1500,PRUNED
681,681,846.7676391601562,2021-06-17 00:48:59.276853,2021-06-17 00:50:42.037478,0 days 00:01:42.760625000,1024,50000,0.10578814231543965,0.24814791428050262,0.995,5000,0.0003286791107536712,small,1500,PRUNED
682,682,733.1397094726562,2021-06-17 00:49:47.466050,2021-06-17 00:51:29.261417,0 days 00:01:41.795367000,1024,50000,0.10109366951193204,0.24233911799013935,0.99,5000,0.00013050793472631979,small,1500,PRUNED
683,683,830.4744873046875,2021-06-17 00:50:30.645647,2021-06-17 00:52:56.553819,0 days 00:02:25.908172000,1024,50000,0.11621938818500861,0.20613663944955363,0.99,0,0.00032897390186295626,small,1000,PRUNED
684,684,807.6976318359375,2021-06-17 00:50:42.038506,2021-06-17 00:52:19.135381,0 days 00:01:37.096875000,256,50000,0.1267287719081887,0.15952893999950918,0.99,0,0.00019795419250784497,small,1000,PRUNED
685,685,-337.3623962402344,2021-06-17 00:51:29.262840,2021-06-17 00:54:47.190238,0 days 00:03:17.927398000,256,100000,0.12232128647218134,0.16780366889042964,0.999,0,0.002455573247575348,small,1000,PRUNED
686,686,808.1463012695312,2021-06-17 00:52:19.137649,2021-06-17 00:54:38.705235,0 days 00:02:19.567586000,1024,50000,0.11595962490506347,0.2087323516156067,0.999,0,0.001009553255710546,small,1000,PRUNED
687,687,1385.979248046875,2021-06-17 00:52:56.555178,2021-06-17 00:59:48.399555,0 days 00:06:51.844377000,1024,100000,0.12243918021480883,0.21597580753949505,0.999,0,0.000984891150681797,small,1000,COMPLETE
688,688,292.1438293457031,2021-06-17 00:54:38.706748,2021-06-17 00:56:57.587777,0 days 00:02:18.881029000,1024,100000,0.1226508497354383,0.1753953855178809,0.999,0,0.0002540665590533962,small,10000,PRUNED
689,689,-6.983597278594971,2021-06-17 00:54:47.191587,2021-06-17 00:54:53.421721,0 days 00:00:06.230134000,1024,50000,0.08893077633959391,0.22209326160493398,0.99,20000,0.0003957098744495065,small,10000,PRUNED
690,690,785.0932006835938,2021-06-17 00:54:53.422987,2021-06-17 00:56:34.322207,0 days 00:01:40.899220000,512,500000,0.08051801518791143,0.17794574450288053,0.98,1000,0.00026110446210897284,small,1000,PRUNED
691,691,789.57568359375,2021-06-17 00:56:34.323564,2021-06-17 00:58:11.408888,0 days 00:01:37.085324000,1024,50000,0.10137478432028971,0.25571850642754335,0.99,5000,0.00021604434021305958,small,1000,PRUNED
692,692,782.8215942382812,2021-06-17 00:56:57.589463,2021-06-17 00:58:33.907272,0 days 00:01:36.317809000,1024,50000,0.10390324508635014,0.45570095229770846,0.99,5000,0.0002034028972912185,small,1000,PRUNED
693,693,816.8513793945312,2021-06-17 00:58:11.410296,2021-06-17 01:00:54.087880,0 days 00:02:42.677584000,1024,50000,0.11294071540928918,0.19832992413620784,0.99,5000,0.00018500929003623462,medium,1500,PRUNED
694,694,1410.118408203125,2021-06-17 00:58:33.908461,2021-06-17 01:06:13.979216,0 days 00:07:40.070755000,1024,50000,0.1094807980997991,0.1421947303066497,0.99,0,0.0005543324788854337,medium,1500,PRUNED
695,695,854.0450439453125,2021-06-17 00:59:48.401089,2021-06-17 01:01:18.689919,0 days 00:01:30.288830000,128,50000,0.06669718130668517,0.23179640735413853,0.99,0,0.0001617560839370385,medium,1500,PRUNED
696,696,799.6831665039062,2021-06-17 01:00:54.089451,2021-06-17 01:02:07.628440,0 days 00:01:13.538989000,128,50000,0.10869037830170665,0.1377607836060171,0.99,0,0.0005581074409228854,small,1500,PRUNED
697,697,1204.443359375,2021-06-17 01:01:18.691136,2021-06-17 01:05:16.122657,0 days 00:03:57.431521000,1024,50000,0.09657044669312301,0.19220020239221766,0.99,1000,0.0006000274547609791,small,1000,PRUNED
698,698,815.0377197265625,2021-06-17 01:02:07.630442,2021-06-17 01:03:54.998547,0 days 00:01:47.368105000,1024,50000,0.09723917269450243,0.4380231730067255,0.99,1000,0.00039550764369692825,small,1000,PRUNED
699,699,601.6116333007812,2021-06-17 01:03:54.999503,2021-06-17 01:05:25.060869,0 days 00:01:30.061366000,1024,500000,0.08684522225549093,0.2240802170096474,0.95,5000,0.00030009016293930813,small,1000,PRUNED
700,700,855.8324584960938,2021-06-17 01:05:16.123818,2021-06-17 01:06:52.014458,0 days 00:01:35.890640000,1024,500000,0.08610765852575096,0.2271334378644599,0.999,5000,0.0012992715391098122,small,1000,PRUNED
701,701,-3.4861655235290527,2021-06-17 01:05:25.062850,2021-06-17 01:09:58.832145,0 days 00:04:33.769295000,1024,50000,0.10783729187683787,0.20828264717781644,0.9,0,0.0015540273300516997,small,1000,PRUNED
702,702,859.6414184570312,2021-06-17 01:06:13.980513,2021-06-17 01:07:26.547754,0 days 00:01:12.567241000,1024,50000,0.10376683489234206,0.20566415154346007,0.999,10000,0.0016078815225095192,small,200,PRUNED
703,703,805.2989501953125,2021-06-17 01:06:52.016356,2021-06-17 01:08:03.226966,0 days 00:01:11.210610000,1024,50000,0.13763615316353775,0.20451755931549986,0.99,10000,0.0007791804215377304,small,200,PRUNED
704,704,1400.9063720703125,2021-06-17 01:07:26.548787,2021-06-17 01:11:19.583188,0 days 00:03:53.034401000,512,50000,0.11465724213705512,0.215121353086555,0.99,0,0.0002710184802211693,small,1000,PRUNED
705,705,1430.361572265625,2021-06-17 01:08:03.227939,2021-06-17 01:13:53.282187,0 days 00:05:50.054248000,512,50000,0.11650320982631826,0.23998238387293241,0.99,0,0.0003497833571346299,small,1000,COMPLETE
706,706,-404.6684265136719,2021-06-17 01:09:58.833189,2021-06-17 01:10:05.041705,0 days 00:00:06.208516000,256,10000,0.1815887639014508,0.21697113026647108,0.99,20000,0.0003351520724265121,small,1500,PRUNED
707,707,787.1632690429688,2021-06-17 01:10:05.043696,2021-06-17 01:12:02.921665,0 days 00:01:57.877969000,512,50000,0.1179224642211652,0.23957863167143537,0.99,0,0.00026437499204565076,small,1000,PRUNED
708,708,1414.8812255859375,2021-06-17 01:11:19.586078,2021-06-17 01:15:31.875226,0 days 00:04:12.289148000,1024,50000,0.1723239644638176,0.1877206141164043,0.99,5000,0.00041692393268131996,small,1000,PRUNED
709,709,765.7587280273438,2021-06-17 01:12:02.923033,2021-06-17 01:13:48.494624,0 days 00:01:45.571591000,1024,50000,0.10111833133155278,0.2327077489908099,0.99,5000,0.00041330827613628016,small,1500,PRUNED
710,710,874.6986694335938,2021-06-17 01:13:48.496931,2021-06-17 01:15:25.771519,0 days 00:01:37.274588000,1024,50000,0.1270085320559255,0.2525969277456321,0.999,5000,0.001160322204114592,small,1000,PRUNED
711,711,624.1832885742188,2021-06-17 01:13:53.283802,2021-06-17 01:15:31.507767,0 days 00:01:38.223965000,1024,50000,0.12716868625422784,0.18399256778553155,0.999,5000,0.0011318403847391714,small,1000,PRUNED
712,712,782.0413208007812,2021-06-17 01:15:25.772567,2021-06-17 01:17:02.341608,0 days 00:01:36.569041000,1024,500000,0.09296140021843992,0.18817350142850692,0.95,5000,0.0001365920499401043,small,1500,PRUNED
713,713,664.0060424804688,2021-06-17 01:15:31.509409,2021-06-17 01:17:40.449294,0 days 00:02:08.939885000,1024,500000,0.09289642526030767,0.1925770114288061,0.95,0,0.00015334209008730117,small,1500,PRUNED
714,714,83.62896728515625,2021-06-17 01:15:31.876418,2021-06-17 01:17:36.832608,0 days 00:02:04.956190000,1024,500000,0.09480688809749122,0.16301652996733743,0.95,0,0.000155781832689407,small,1500,PRUNED
715,715,-2.0354037284851074,2021-06-17 01:17:02.343294,2021-06-17 01:19:25.863229,0 days 00:02:23.519935000,1024,100000,0.09833220513141253,0.4512017959382385,0.99,0,0.0002176345107120343,small,5000,PRUNED
716,716,779.8330078125,2021-06-17 01:17:36.833796,2021-06-17 01:19:18.875729,0 days 00:01:42.041933000,256,100000,0.09943155046529682,0.26920490327693797,0.99,0,0.0002073524763895765,small,1000,PRUNED
717,717,785.474609375,2021-06-17 01:17:40.450428,2021-06-17 01:19:15.982452,0 days 00:01:35.532024000,256,100000,0.09952196253297495,0.26811279689063827,0.99,1000,0.0002179487929455201,small,5000,PRUNED
718,718,782.9876708984375,2021-06-17 01:19:15.984299,2021-06-17 01:21:20.810576,0 days 00:02:04.826277000,1024,50000,0.11187310341738357,0.4753561318358528,0.99,0,0.00019020745701991225,small,1000,PRUNED
719,719,682.2639770507812,2021-06-17 01:19:18.876731,2021-06-17 01:21:25.436390,0 days 00:02:06.559659000,1024,50000,0.11169948940226267,0.4724899714722229,0.98,0,0.0008415677599031711,small,1000,PRUNED
720,720,-404.59521484375,2021-06-17 01:19:25.864679,2021-06-17 01:19:31.223299,0 days 00:00:05.358620000,1024,50000,0.11149553833005828,0.2229740923485485,0.999,20000,0.0006862253577116518,small,1000,PRUNED
721,721,805.7068481445312,2021-06-17 01:19:31.224510,2021-06-17 01:21:27.643599,0 days 00:01:56.419089000,1024,50000,0.10507115893066087,0.31323730298227126,0.99,1000,0.0008914545496669398,small,1000,PRUNED
722,722,728.287841796875,2021-06-17 01:21:20.812208,2021-06-17 01:23:23.310072,0 days 00:02:02.497864000,1024,50000,0.1084130561559669,0.19896244534508287,0.98,1000,0.0008534001868726373,small,1000,PRUNED
723,723,702.1968994140625,2021-06-17 01:21:25.437519,2021-06-17 01:23:30.817162,0 days 00:02:05.379643000,1024,50000,0.10482529401203339,0.19940456511424876,0.99,1000,0.00028754537424399685,small,1500,PRUNED
724,724,686.2509155273438,2021-06-17 01:21:27.644814,2021-06-17 01:23:03.442368,0 days 00:01:35.797554000,1024,50000,0.11997725185430284,0.20097092837989566,0.99,5000,0.00029280486109002326,small,1500,PRUNED
725,725,721.7534790039062,2021-06-17 01:23:03.443474,2021-06-17 01:24:53.789649,0 days 00:01:50.346175000,1024,50000,0.10692326529020707,0.29208179103335596,0.999,5000,0.0004999108471955904,small,1000,PRUNED
726,726,-6.983597278594971,2021-06-17 01:23:23.311265,2021-06-17 01:25:23.449329,0 days 00:02:00.138064000,1024,50000,0.08241653912279576,0.22713502216235068,0.999,5000,0.09828029380781239,small,1500,PRUNED
727,727,758.56201171875,2021-06-17 01:23:30.818243,2021-06-17 01:25:41.122765,0 days 00:02:10.304522000,1024,50000,0.08962303623174203,0.23261665411577812,0.999,5000,0.00048055619200471506,small,1,PRUNED
728,728,1428.99755859375,2021-06-17 01:24:53.790853,2021-06-17 01:30:17.269096,0 days 00:05:23.478243000,1024,50000,0.07534261636255452,0.16883665286671848,0.99,0,0.00036872812487491843,small,1,PRUNED
729,729,1420.9556884765625,2021-06-17 01:25:23.450811,2021-06-17 01:30:20.451410,0 days 00:04:57.000599000,1024,50000,0.11962534410169208,0.16942355910548146,0.99,0,0.00037138206923648413,small,1000,PRUNED
730,730,1435.8546142578125,2021-06-17 01:25:41.124281,2021-06-17 01:32:53.993672,0 days 00:07:12.869391000,1024,50000,0.12037927900400919,0.2157444464645328,0.99,0,0.0003558717052732129,small,1000,COMPLETE
731,731,861.096435546875,2021-06-17 01:30:17.270472,2021-06-17 01:32:22.488185,0 days 00:02:05.217713000,1024,50000,0.11974702939698588,0.25259686361115263,0.99,0,0.00012415936852661365,small,1000,PRUNED
732,732,650.4003295898438,2021-06-17 01:30:20.452532,2021-06-17 01:32:28.085888,0 days 00:02:07.633356000,1024,50000,0.00925479298243563,0.3273292712745931,0.9,0,0.0002363906441450918,small,1000,PRUNED
733,733,1425.6812744140625,2021-06-17 01:32:22.490136,2021-06-17 01:36:15.455697,0 days 00:03:52.965561000,256,50000,0.10245999163195715,0.21677179842238928,0.9,5000,9.757091527627653e-05,medium,200,PRUNED
734,734,834.2108154296875,2021-06-17 01:32:28.086853,2021-06-17 01:34:04.452135,0 days 00:01:36.365282000,256,500000,0.10252698617898974,0.21703571381824216,0.99,5000,0.00016567855377030508,medium,1500,PRUNED
735,735,858.4744873046875,2021-06-17 01:32:53.995376,2021-06-17 01:34:39.553506,0 days 00:01:45.558130000,256,500000,0.11284901964131146,0.2128252799371608,0.99,5000,0.0004471363518320416,medium,1500,PRUNED
736,736,-404.59521484375,2021-06-17 01:34:04.453342,2021-06-17 01:34:10.617198,0 days 00:00:06.163856000,1024,10000,0.11087000836621817,0.21220166582651226,0.99,20000,0.0004218723169034225,small,200,PRUNED
737,737,875.1112670898438,2021-06-17 01:34:10.618267,2021-06-17 01:35:53.148390,0 days 00:01:42.530123000,1024,50000,0.11389013642774862,0.210333566707423,0.99,5000,0.0003422671197454072,small,1000,PRUNED
